DataSetId,app_name,handle,creator,trackers
177749,Grindr,com.grindrapp.android,,"12,17,27,35,66,61,67,70,83,104,328,301,49,169"
38273,LinkedIn,com.linkedin.android,,"238,404,243,49"
131752,Moovit,com.tranzmate,,"12,27,48,66,67,69,70,105,340,341,49"
134375,Pokémon GO,com.nianticlabs.pokemongo,,"17,27,58,66,67,70,52,312,49"
48775,ResQ Club,club.resq.android,,"17,27,67,167,49"
18554,Spin,pm.spin,,"17,12,125,207,238,243,312,49"
23290,TooGoodToGo,com.app.tgtg,,"27,28,12,67,70,125,49"
58564,Tantan,com.p1.mobile.putong,,"12,67,70,333,99,343,119,190,49"
58570,JetNation.com,com.tapatalk.forumsJetNationcom,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58572,WC Forums,com.tapatalk.forumswpcentralcom,,"25,27,35,66,67,69,70,48,65,61,44,83,144,106,218,138,312,49,107"
58573,Bowhunting.com Forums,com.tapatalk.forumsbowhuntingcom,,"25,27,35,66,67,69,70,48,65,61,44,83,144,106,218,138,312,49,107"
58575,WAYALIFE,com.tapatalk.wayalifecom,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58576,JL Wrangler,com.tapatalk.jlwranglercom,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58578,GottaDEAL,com.tapatalk.forumsgottadealcom,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58581,Thor RV Forum,com.tapatalk.thorforumscomforums,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58582,U2 Interference,com.socialknowledge.u2fan,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58589,Modelisme,com.tapatalk.modelismecomforum,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58590,AfricaHunting,com.tapatalk.africahuntingcom,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58591,GTAM,com.tapatalk.gtamotorcyclecomvbforum,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58592,Lake Ontario United,com.tapatalk.lakeontariounitedcomfishinghunting,,"25,27,35,66,67,69,70,48,65,61,44,83,144,106,218,138,312,49,107"
58593,Lake Erie United,com.tapatalk.lakeerieunitedcomwalleye,,"25,27,35,66,67,69,70,48,65,61,44,83,144,106,218,138,312,49,107"
58594,Great Lakes Fisherman,com.tapatalk.greatlakesfishermancomforums,,"25,27,35,66,67,69,70,48,65,61,44,83,144,106,218,138,312,49,107"
58609,CFC Ottawa,com.tapatalk.bbscomefromchinacom,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58610,Crappie.com,com.tapatalk.crappiecomcrappie,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58611,svtperformance.com,com.tapatalk.svtperformancecomforums,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
163765,MyRadar,com.acmeaom.android.myradar,,"12,27,61,57,65,83,106,328,312,49"
58624,Weather Kitty,com.weathercreative.weatherkitty,,"25,27,35,66,67,69,70,57,65,61,333,106,173,193,328,72,312,49,354"
58625,Weather BUB,com.weathercreative.weatherbub,,"25,27,35,66,67,69,70,65,61,333,106,173,193,328,72,312,49"
58627,Boo Weather,com.weathercreative.booweather,,"25,27,35,66,67,69,70,65,61,333,106,173,193,328,72,312,49"
61576,Weather Bible,com.weathercreative.weatherbiblephrases,,"25,27,35,66,67,69,70,65,61,333,106,173,193,328,72,312,49"
61572,Grumpy Weather,com.weathercreative.grumpycatweather,,"25,27,35,66,67,69,70,65,61,333,106,173,193,328,72,312,49"
61326,Wildlife Weather,com.weathercreative.wildlifeweather,,"25,27,35,66,67,69,70,57,65,61,333,106,173,193,328,72,312,49,354"
58640,Tappytoon,com.contentsfirst.tappytoon,,"17,12,66,67,69,70,65,61,106,199,328,218,90,312,49,146"
136431,FishFriender,com.halieuticom.fishfriender,,"67,70,333,62,167,171,193,49,118"
58652,XY Game Booster,cn.wsds.gamemaster.g2,,"333,119,190"
145827,Karta GPS,com.kartatech.karta.gps,,"23,25,27,48,66,65,67,70,106,167,312,49,354"
110222,Crypto.com,co.mona.android,,"12,17,27,48,66,67,69,70,105,167,207,49,118,344"
58714,Match 3D,com.loop.match3d,,"27,66,67,70,53,65,61,333,83,106,121,104,199,193,205,249,328,72,312,49,169,363,146"
58719,Forum Reelz,com.tapatalk.forumreelzcom,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58720,PAO,com.tapatalk.ProAnaonlinepaoapplicationstapatalk,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58725,Property Forum,com.tapatalk.propertyforumcomforum,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58728,CorvairForum,com.tapatalk.corvairforumcomforum,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58733,GreenHulk PWC Performance Forums,com.tapatalk.greenhulknetforums,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
58735,xBhp Connect,com.tapatalk.xbhptalk,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
85889,Altimeter,fr.avianey.altimeter,,"27,57,312,49,354"
58774,HoFo,com.quoord.tapatalkhowardforum.activity,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
189478,Blinkist,com.blinkslabs.blinkist.android,,"26,17,27,48,66,67,69,70,52,95,49"
21107,BerlKönig,bvg.berlkonig,,"27,28,12,67,70,18,167,173,49"
56863,Reface,video.reface.app,,"17,27,35,12,65,121,125,312,49,146"
60603,Hinge,co.hinge.app,,"17,27,12,66,67,70,167,127,49"
105093,Family Safety,com.microsoft.familysafety,,"17,290,238,243,49"
58895,Beblue,br.com.beblue,,"27,66,67,69,70,48,105,174,49"
67399,SM Router Setup Page,com.sm.RouterManager.RouterSetupPagePro,,"27,65,333,193"
71451,Speed View GPS Pro,luo.speedviewgpspro,,"27,97,99,408,312,49"
25824,Donkey Republic,com.donkeyrepublic.bike.android,,"27,66,67,70,62,125,167,174,49"
58949,Cooking Dash,com.playfirst.cookingdashx,,"27,35,66,67,69,70,48,58,65,61,52,105,121,199,192,251,328,155,218,72,90,312,49,169,379,146"
42732,WebMoney Keeper,com.webmoney.my,,"27,12,66,67,69,70,48,333,105,207,49"
167873,Sleep Cycle,com.northcube.sleepcycle,,"28,27,48,52,125,49"
82794,iflix,iflix.play,,"28,12,27,66,67,69,70,236,130,328,312,49"
59013,Vinted,fr.vinted,,"17,25,27,36,35,15,66,67,70,65,61,333,7,52,83,92,106,121,170,183,230,328,72,90,312,49,124,34,107"
59044,MK,de.mamikreisel,,"17,25,27,36,35,15,66,67,70,65,61,333,7,52,83,92,106,121,170,183,230,328,72,90,312,49,124,34,107"
35974,KK,de.kleiderkreisel,,"17,25,27,36,35,15,66,67,70,65,61,333,7,52,83,92,106,121,170,183,230,328,72,90,312,49,124,34,107"
59073,Simple deep pharma data,com.wSimpledeeppharmadata_11850294,,"35,65,61,333,219,184,193,195,140,218,312,49,369,380"
59075,A HISTORY OF ADVENTURE NOVEL,com.wAHISTORYOFADVENTURENOVEL_12002060,,"35,65,61,333,219,184,193,195,140,218,312,49,369,380"
59076,Brand and Generic drug Name,com.wBrandandGenericdrugName_11976005,,"35,65,61,333,219,184,193,195,140,218,312,49,369,380"
3666,Three,com.hutchison3g.planet3,,"192,229,130,49"
64738,WiFi Magic,com.mandicmagic.android,,"27,66,67,70,48,65,105,167,312,49,352,354"
79818,Firefox Nightly,org.mozilla.fenix,,"28,52,221,49"
100408,PUBG MOBILE,com.tencent.ig,,"48,58,66,67,69,70,333,52,105,190,312,49,382"
51787,Ame Digital,com.b2winc.amedigital,,"27,12,66,67,219,406,49,220"
59189,Myprotein,com.thehutgroup.ecommerce.myprotein,,"27,66,67,69,70,333,193,49"
59218,Cube Escape: The Lake,air.com.RustyLake.CubeEscapeTheLake,,"48,333,105,312,49"
59219,Cube Escape: Case 23,air.com.RustyLake.CubeEscapeCase23,,"48,333,105,312,49"
59220,Cube Escape: Arles,air.com.RustyLake.CubeEscapeArles,,"48,333,105,312,49"
18895,FREE NOW (mytaxi),taxi.android.client,,"17,27,12,67,70,49,118"
69376,UBI Banca,it.nogood.container,,"27,48,333,105,312,49"
59246,Standard/Stanbic Bank,com.sbg.mobile.phone,,"27,3,333,229,412,312,49"
42497,Fennec,org.mozilla.fennec_fdroid,,"28,52,221"
179168,Relax Melodies,ipnossoft.rma.free,,"12,27,35,48,66,61,67,69,70,52,92,106,174,183,412,320,328,312,49"
42547,Simple Habit,com.simplehabit.simplehabitapp,,"17,27,12,66,67,70,62,135,125,167,130,49"
59339,Malaysia Fuel Price,com.cgdev.malaysiafuelprice,,"27,333,312,49"
2987,Zoosk,com.zoosk.zoosk,,"17,27,35,66,67,70,48,65,61,52,83,92,105,121,104,200,320,301,312,49,169"
59367,PLAYit,com.playit.videoplayer,,"27,66,65,333,127,190,312,49"
40483,Weather Puppy,com.weathercreative.weatherpuppy,,"25,27,35,66,67,69,70,57,65,61,333,106,173,193,328,72,312,49,354"
59384,Weather,net.difer.weather,,"27,333,408,318,72,312,49,354"
43996,Notifications archive,net.difer.notiarch,,"27,333,72,49"
79815,Firefox Nightly,org.mozilla.fenix,,"28,52,221,49"
173088,Opensignal,com.staircase3.opensignal,,"27,49,352"
150782,Video MP3 Converter,com.fundevs.app.mediaconverter,,"27,35,48,61,65,83,105,318,312,49,354,107"
85931,4shared,com.forshared.files,,"27,35,48,66,65,67,70,333,121,105,104,328,312,49,354,363"
2878,5miles,com.thirdrock.fivemiles,,"27,12,66,67,70,48,65,61,105,106,167,412,328,312,49,354,169"
160404,FlightHero Free,com.ik.flightherofree,,"27,48,53,66,61,65,67,69,70,92,83,121,105,106,198,199,195,408,140,328,162,72,218,312,49,124,90,34,354,368,146"
59413,Quran Mp3,com.quranmp3ramadan.readquran,,"48,105,408,318,312,49,352,354"
59414,Qibla,com.prayertimes.qiblafinder,,"408,318,312,49,352,354"
124344,Moco,com.jnj.mocospace.android,,"12,35,61,57,92,106,328,218,312,49,354"
70045,Speedometer,com.coolniks.niksgps2,,"144,312,49,354"
189619,10K,com.c10kforpink,,"25,27,66,67,70,144,312,49,354"
94240,myTuner Free,com.appgeneration.itunerfree,,"27,35,48,66,61,65,67,70,105,106,185,412,328,312,49,354,380"
59417,Rádió Online Magyar Ingyenes,radio.online.magyar.ingyenes,,"27,35,66,67,69,70,65,61,333,83,106,188,183,408,328,312,49,357,107,380"
59419,Radio USA,radio.usa,,"27,35,66,67,69,70,65,61,333,83,106,188,408,328,312,49,357,107,380"
61308,Radio France,com.appmind.radios.fr,,"27,35,66,67,69,70,65,61,333,83,106,188,408,328,312,49,357,107,380"
59420,Polskie Radio,com.appmind.radios.pl,,"27,35,66,67,69,70,65,61,83,106,188,412,328,312,49,354,107,380"
69983,Radio Italia,com.appmind.radios.it,,"27,35,66,67,69,70,65,61,83,106,188,412,328,312,49,354,107,380"
59424,Rádios de Portugal,radio.online.portugal,,"27,35,66,67,69,70,65,61,83,106,188,412,328,312,49,354,107,380"
70038,Radio España,com.appmind.radios.es,,"27,35,66,67,69,70,65,61,83,106,188,412,328,312,49,354,107,380"
59427,Radyo Türkiye,com.appmind.radios.tr,,"27,35,66,67,69,70,65,61,83,106,188,412,328,312,49,354,107,380"
59430,Radio India,com.appmind.radios.in,,"27,35,66,67,69,70,65,61,333,83,106,188,183,408,328,312,49,357,107,380"
59436,Radio,radio.fm.online,,"27,35,66,67,69,70,48,65,61,92,105,106,185,328,218,312,49,354,380"
59438,Radio Colombia,com.appmind.radios.co,,"27,35,66,67,69,70,65,61,83,106,188,412,328,312,49,354,107,380"
70025,Radio AT,com.appmind.radios.at,,"27,35,66,67,69,70,65,61,83,106,188,412,328,312,49,354,107,380"
70021,Radio BE,com.appmind.radios.be,,"27,35,66,67,69,70,65,61,83,106,188,412,328,312,49,354,107,380"
70043,Rádio Brasil,com.appmind.radios.br,,"27,35,66,67,69,70,65,61,83,106,188,412,328,312,49,354,107,380"
59441,Dark Mode,darkmode.theme.ig.sms.fb.android,,"27,66,67,70,65,174,312,49,354"
59448,My BMI Calculator,net.squidworm.bmi,,"27,48,105,408,402,312,49,352,354"
59452,Soundfont Piano,com.audiosdroid.soundfontpiano,,"312,354"
59455,Messenger Pro,messenger.chat.social.messenger,,"27,35,66,67,69,70,57,65,61,83,174,218,312,49,354,252,107"
61311,Arranger Keyboard,com.audiosdroid.arrangerkeyboard,,"61,408,305,328,312,352,34,354"
69987,Speech2Text Translator,com.audiosdroid.speech2text,,"65,61,83,92,121,198,195,408,140,328,162,72,90,312,49,352,124,34,354,169,368,146"
59459,Audiosdroid Audio Studio,com.audiosdroid.audiostudio,,"65,61,83,92,121,198,195,408,140,305,328,162,72,90,312,352,124,34,354,169,368,146"
64755,Years & Days Calculator,com.audiosdroid.datecalc,,"65,61,83,92,121,198,195,408,140,328,162,72,90,312,49,352,124,34,354,169,368,146"
61674,Portable ORG,com.audiosdroid.portableorg,,"65,61,83,92,121,198,195,408,140,328,162,72,90,312,352,124,34,354,169,368,146"
59461,Vocal Calculator,com.audiosdroid.vocalcalc,,"53,65,61,92,121,199,408,328,72,90,312,352,34,165,354,146"
59463,FX Music Karaoke Player,com.audiosdroid.musicplayer,,"65,61,83,92,121,198,195,408,140,328,162,72,90,312,352,124,34,354,169,368,146"
81956,London,com.ulmon.android.playlondon,,"27,48,66,65,67,70,52,105,171,412,312,49,354"
59467,Paris,com.ulmon.android.playparis,,"27,66,67,70,48,65,52,105,171,412,312,49,354"
59469,Shanghai,com.ulmon.android.playshanghai,,"27,66,67,70,48,65,52,105,171,412,312,49,354"
47917,PixLab,com.lyrebirdstudio.magazine,,"65,333,193,207,312,49"
69966,Ramadan,com.prayertimes.qiblacompass,,"408,318,312,49,352,354"
6797,Speedcheck Pro,org.speedspot.speedanalytics,,"25,27,36,35,15,66,67,69,70,48,65,61,333,7,83,92,144,105,106,121,170,183,230,408,140,318,328,72,90,312,49,352,124,34,354,107"
64753,WiFi Finder,org.speedspot.wififinder,,"25,27,216,35,48,53,65,61,159,92,105,106,121,219,171,199,184,198,183,195,196,317,218,72,90,312,49,34,165,354,169,146,73"
149152,AirBrush,com.magicv.airbrush,,"12,25,27,35,66,61,65,67,69,70,333,218,312,49"
64745,StarTracker,com.PYOPYO.StarTracker,,"27,35,48,57,65,61,83,92,105,312,49,352,354,107"
67881,Cittamobi,br.com.cittabus,,"27,35,12,66,67,70,48,65,61,105,173,170,185,406,231,218,312,49,354"
70003,Speedometer,com.digitalhud.speedometer,,"27,408,318,312,49,352,354"
190863,Jorte,jp.co.johospace.jorte,,"35,52,92,412,218,312,49,354,365"
61943,Doodle Devil Free,com.joybits.doodledevil_free,,"66,67,69,70,57,65,61,121,219,200,205,140,55,328,72,90,312,49,354,169,146"
68113,Doodle God HD Free,joybits.doodlegod_hd_free2,,"66,67,69,70,65,61,127,140,412,72,312,49,354,169"
61946,Doodle Mafia Free,joybits.doodlemafia_free,,"66,67,69,70,57,65,61,121,219,200,55,328,72,90,312,49,354,169,146"
59480,Messenger Pro,messenger.video.call.chat.free,,"27,35,66,67,69,70,57,65,61,83,121,167,173,174,218,312,49,354,252,107"
73208,Free TV,livetv.movies.freemovies.watchtv.tvshows,,"27,65,174,312,49"
85944,ToolGram,instagram.photo.video.downloader.repost.insta,,"27,66,65,67,70,174,193,312,49"
59481,3D Coach,net.p4p.abs30day.fitness.coach,,"27,12,66,67,333,193,207,312,49"
134585,BlaBlaCar,com.comuto,,"17,27,48,66,67,70,52,105,49,382"
134377,Pokémon GO,com.nianticlabs.pokemongo,,"17,27,58,66,67,70,52,312,49"
23292,TooGoodToGo,com.app.tgtg,,"27,28,12,67,70,125,49"
132805,Wiseplay,com.wiseplay,,"25,27,35,48,65,105,408,402,72,312,49,90,354,357,146"
59498,Kim Ariyor,com.adaffix.publisher.tr.android,,"27,35,66,67,69,70,48,57,65,61,83,105,218,312,49,352,252,107"
59500,Weather Live,com.boshra.weather.widget.radar,,"57,312,49"
59501,Weather,com.bovor.live.weather.forecast,,"57,65,312,49"
59504,Spider simulator: Amazing City,com.hgamesartworks.spider,,"35,53,57,65,61,121,312,34"
59505,Flappy Space,com.wFlappySpace_5370376,,"33,57,219,193,140,312,355,369"
59506,Space Out Spaceship Game,com.wSpaceOutSpaceshipGame_5518577,,"57,219,184,193,140,300,000,000"
59510,throtl,com.throtl,,"27,66,67,69,70,57,312,49"
59511,Tuned Cars,com.wTunedCars_4902764,,"33,53,57,61,106,195,140,72,90,312,355,369"
162166,Weather Radar,com.meteo.weather.forecast.radar.v2,,"27,57,312,49"
59514,Weather,com.wftab.weather.forecast,,"27,57,312,49"
59518,Weather,com.weather.forecast.weatherchannel,,"27,57,65,312,49"
59521,CIA,com.ciamedia.caller.id,,"27,35,66,67,69,70,48,57,65,61,83,105,218,312,49,352,252,107"
67906,Where's My Droid,com.alienmanfc6.wheresmyandroid,,"48,57,144,105,312,49,354"
68117,Messenger Lite,messenger.chat.social.messenger.lite,,"27,35,57,65,61,83,174,218,312,49,354,252,107"
59525,Notepad,com.ztnstudio.notepad,,"27,35,57,65,61,218,312,49,352,252,107"
59527,Caller Name Announcer,callid.name.announcer,,"27,35,48,57,65,61,105,218,312,49,352,252,107"
59528,Messaging,call.message.sms,,"27,35,48,57,65,61,83,105,218,312,49,352,252,107"
59529,Call Blocker,com.sappalodapps.callblocker,,"27,35,48,57,65,61,105,249,218,312,49,352,252,107"
59530,Voice Recorder,com.korrisoft.voice.recorder,,"27,35,66,67,57,65,61,218,312,49,352,252,107"
200041,Notas,com.notas.controlador,,"27,35,61,57,65,249,218,312,49,352,252,107"
26327,Email,com.email.email,,"27,35,57,65,61,195,249,218,312,49,352,252,107"
38118,Ringtone Maker,com.korrisoft.ringtone.maker,,"27,35,48,57,65,83,105,249,218,312,49,352,252"
27618,Titanium Recorder,hr.titaniumrecorder.android.free,,"27,35,57,65,61,249,218,312,49,252,107"
59531,Baby Countdown,com.cg.android.babycountdown,,"35,57,65,61,83,92,72,312,49,107"
40512,Countdown,com.cg.android.countdown,,"35,57,65,61,83,92,72,312,49,107"
59540,Birthday Countdown,com.cg.android.birthdaycountdown,,"35,57,65,61,83,92,72,312,49,107"
59544,Call Blocker,call.blacklist.blocker,,"27,35,57,65,61,249,218,312,49,352,252,107"
62872,Messaging,com.concentriclivers.mms.com.android.mms,,"27,35,48,57,65,61,105,218,312,49,352,252,107"
59546,All Email Access,info.myapp.allemailaccess,,"27,35,48,57,65,61,105,249,218,312,49,352,252,107"
59547,Caller Name Announcer,flash.caller.announcer.alert.block,,"27,35,57,65,61,249,218,312,49,352,252,107"
192676,Call Reminder,com.reminder.todo,,"27,35,61,57,65,218,312,49,352,252,107"
59549,Recorder,callidentifier.record.voice,,"27,35,57,65,61,249,218,312,49,352,252,107"
873,Email,id.caller.email,,"27,35,57,65,61,195,249,218,312,49,352,252,107"
69974,Notebook,net.skstudios.notes,,"27,35,57,65,61,249,218,312,49,352,354,252,107"
59550,Simple Notepad,com.simplenotepad2,,"27,57,65,312,49,352,252"
59559,CG Mobile App,com.tapatalk.chatngoco,,"25,66,67,69,70,48,57,65,105,106,138,312,49,107"
59583,Crack Screen,pl.mobiem.zniszczony_ekran,,"57,219,312,49"
59592,FitWoman,pl.mobiem.android.fitwoman,,"27,12,66,67,69,70,333,227,312,49"
59593,Int,pl.int.poczta,,"27,333,227,312,49"
59594,FitMan,pl.mobiem.android.fitman,,"27,12,66,67,69,70,333,227,312,49"
59606,QR Scanner,pl.mobiem.android.skanerqr2,,"27,12,66,67,69,70,333,227,312,49"
59618,QuizPatente!,eu.appsolutelyapps.quizpatente,,"25,27,66,67,69,70,53,57,65,106,193,328,90,312,49"
86094,GasBuddy,gbis.gbandroid,,"16,12,27,48,66,57,67,69,70,92,105,106,123,288,340,233,312,49,118"
59622,Weather,com.infobeta.sun.weather.world,,"27,57,312,49"
59627,TrakKulüp,com.tapatalk.trakkulupnet,,"25,66,67,69,70,48,57,65,105,106,138,312,49,107"
59630,DrevGrad,com.tapatalk.forumderevgradru,,"25,66,67,70,48,57,65,105,106,312,49,107"
191610,Weather Forecast,com.droidteam.weather,,"27,57,312,49"
180493,Weather,com.tohsoft.weather.radar.widget,,"27,57,312,49"
64765,BackCountry Navigator XE,com.crittermap.backcountrynavigator.xe,,"27,66,67,69,70,57,298,312,49"
59637,Film Festival Favorites,filmfest.bigstar.tv,,"25,27,35,66,67,69,70,53,57,65,61,83,106,121,337,180,184,185,228,196,178,218,72,90,312,49,34,169,107"
123883,TuneIn Radio,tunein.player,,"41,12,27,38,35,56,66,61,67,69,70,92,95,106,167,207,244,320,328,218,312,49"
59638,Jagged Movies & TV,jagged.bigstar.tv,,"25,27,35,66,67,69,70,53,57,65,61,83,106,121,337,180,184,185,228,196,178,218,72,90,312,49,34,169,107"
59639,CURRENT AFFAIRS KERALA,com.wCURRENTAFFAIRSKERALA,,"33,57,140,312,355,369"
59640,Speed Cleaner,cleaner.booster.batterysaver,,"27,35,57,65,61,218,312,49,352,252,107"
59645,Tiempo Muerto Basquet,com.wTiempoMuertoBasquet_5016013,,"33,57,140,312,355,369"
59650,Whats The Word,com.freegamescentre.whatstheword,,"57,106,90,312,355,369"
41584,Bubble,net.androgames.level,,"27,35,57,61,218,312,49,354"
59656,trendy,com.bluebloodapps.trendy,,"25,35,48,65,61,44,105,106,230,218,312,49,34,146"
59657,Forum New York,com.tapatalk.forumcnewyorknet,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59658,H.A.M.B.,com.quoord.tapatalkjalopy.activity,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59659,Psychology Forum,com.tapatalk.epsychologygrforum,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59660,Svensktgolfforum,com.tapatalk.svensktgolfforumse,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59661,Plastic-Surgeon.Ru,com.tapatalk.plasticsurgeonruforum,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59662,Scootertuning Community,com.tapatalk.jetforcecommunityde,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59663,Forum BabyBoom,com.vbulletin.build_101,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59664,Xoutpost.com,com.tapatalk.xoutpostcom,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59665,VolvoCarsClub,com.tapatalk.volvocarsclub,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59668,AutoSom Som Automotivo,com.tapatalk.autoforumcombr,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59669,Noticias,com.bluebloodapps.newscl,,"48,65,44,105,230,312,49"
59670,U&Bank,com.tapatalk.ubcomvn,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59671,hisse.net,com.tapatalk.hissenetforum,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59672,islami Sohbet,com.tapatalk.islaminfotrforums,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59673,finditinkimberley.co.za,com.tapatalk.finditinkimberleycoza,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59674,Ingeniería Civil,com.tapatalk.construaprendecomforos,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59675,TZ-UK,com.tapatalk.forumtzukcom,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59676,A45Club,com.tapatalk.a45clubcouk,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59677,Big Bend Chat,com.tapatalk.bigbendchatcomportalforum,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59678,Blueshirts Brotherhood,com.tapatalk.blueshirtsbrotherhoodcom,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59679,Doug Ruckers School,com.tapatalk.communitydougruckerspressurecleaningschoolcomapplicationstapatalk,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59681,SCACPA Connect,com.tapatalk.connectscacpaorg,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59682,DegreeForum.net,com.tapatalk.degreeforumnetmybb,,"25,27,35,66,67,69,70,48,65,61,44,83,106,218,138,312,49,107"
59683,WoorkTeam,iecisa.com.goitapp,,"27,48,105,49,102"
59684,ioSense,nl.tudelft.ide.de.iot.iosense,,102
59685,VIA,com.Activities.VIA,,"49,102"
59687,Square World,zw.co.stewardbank.squareworld,,"66,67,69,70,48,49,102"
59689,Steward Bank,zw.co.stewardbank.square,,"27,66,67,69,70,48,105,345,49,102"
59691,Charge As You Go,zamono.com.charge_as_you_go,,"27,49,102"
59692,WayaWaya,za.co.venueengage.waya,,"27,66,67,69,70,49,102"
59693,Glacier Mobile,za.co.glacier.glaciermobile,,"238,243,102"
140389,CVS,com.cvs.launchers.cvs,,"17,27,66,67,69,70,280,250,229,138,312,49,149"
59696,Jecoguides,biz.jeco.jecoguides,,"27,49,102"
59697,visitAlbufeira,br.com.go2web.android.visitalbufeira,,"27,67,48,105,312,49,102"
59698,visitAlcoutim,br.com.go2web.android.visitalcoutim,,"27,67,48,105,312,49,102"
59699,ARDA,com.jecoguides.arda,,"27,49,102"
59700,GTL,com.jecoguides.gtl,,"27,49,102"
59701,ILikeTorbiere,com.jecoguides.iliketorbiere,,"27,49,102"
59702,ExploreSamkar,com.jecoguides.epic,,"27,49,102"
59703,BellaStoria,com.jecoguides.bellastoria,,"27,49,102"
59704,OltrepoPavese,biz.jeco.jecoguides.g432,,"27,49,102"
59705,Val Vestino,com.jecoguides.valvestino,,"49,102"
59709,San Giovanni Gemini,com.jecoguides.sangiovannigemini,,"49,102"
59714,Nure&Chero,com.jecoguides.unionevalnurevalchero,,"49,102"
59719,visit Caldas da Rainha,br.com.go2web.android.visitcaldasdarainha1,,"27,66,67,69,70,48,105,312,49,102"
59720,Commonwealth Golf Club,com.sibisoft.commonwgc,,"27,130,49,102"
59721,DuPont Country Club,com.sibisoft.dupont,,"27,130,49,102"
59722,Gathering Spot,com.sibisoft.tgs,,"27,130,49,102"
59723,Santa Ana Country Club,com.sibisoft.santaana,,"27,130,49,102"
59724,Country Hills,com.sibisoft.countryhills,,"27,130,49,102"
59726,Grey Oaks Country Club,com.sibisoft.greyocc,,"27,130,49,102"
59727,Pelican Sound Golf and River Club,com.sibisoft.psgrc,,"27,130,49,102"
59728,The In and Out Club,com.sibisoft.inandout,,"27,130,49,102"
59729,Plantation Golf and Country Club,com.sibisoft.plantationgcc,,"27,130,49,102"
59733,GorillaPSAFaceVerify,com.gorilla.psa.faceverify,,"48,105,312,49,102"
59736,GiroClinico,it.museum,,102
59737,Cielo e Terra,it.museum.cieloeterra,,102
59738,Rhodes Rewards,com.rhodesrewards.app,,"27,66,67,69,70,59,49,102"
59741,Archaeological Museum,com.ettsolutions.museoarcheologico,,102
59746,Exploracity,com.ettsolutions.exploracity,,"219,102"
59747,visitCarybe,br.com.go2web.android.visitcarybe,,"27,66,67,69,70,48,105,312,49,102"
59748,ArteGuía,cl.pinacoteca.accesible,,"67,102"
59749,Palazzo Grassi,com.antenna.pinaultAndroid,,"125,171,102"
59751,MBA Saint-Quentin,com.antoinelecuyer.android,,"125,171,49,102"
